sampling_date,depth,salinity,temperature,ta,dic,NO2,NO3,Chla,pH_s_somlit_temp_25,pH_s_somlit_temp_insi,diff_pH,pH_insi,Pt,Sit,year,quarter,monthd,month,week,CSC_flag,Patm,P,pH_calc,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,OmegaAragonite,OmegaCalcite,Nta,Ndic,pH18
2007-04-17T00:00:00Z,0,38.01,15.77,2542.05831,2236.29717,0.454,NA,0.384,NA,NA,NA,NA,0.1536787275516454,14.290176361954268,2007,2,4,April,16,15,1,0,8.1178971258543,1.2811085965058798e-5,355.9274517718485,357.20534421702723,355.9274517718485,357.20534421702723,355.9274517718485,357.2053460345134,0.0020079937265567584,2.154923574781825e-4,3.245633503587744,5.0294852151162726,2541.3895232833465,2235.708825572218,8.083512309125906
2007-04-17T00:00:00Z,50,38.03,15.01,2542.70844,2240.4480000000003,NA,NA,0.455,NA,NA,NA,NA,NA,NA,2007,2,4,April,16,15,1,5,8.122853120946543,1.2867050021429096e-5,349.47162156502424,350.7384912012883,349.39011317342266,350.6568117427871,351.8352605202172,359.4725307123194,0.002014384510881215,2.1319643909735618e-4,3.179807652483298,4.932852355868171,2540.7026221404153,2238.6806205627136,8.076726023931036
2007-04-24T00:00:00Z,0,37.87,18.04,2537.75745,2228.34558,0.097,0.628,0.602,NA,NA,NA,NA,0,1.5718341477850202,2007,2,4,April,17,15,1,0,8.092015839972404,1.2852089022415782e-5,381.215781779178,382.54587067765675,381.215781779178,382.54587067765675,381.215781779178,382.5458726649288,0.0019961086019905706,2.193848889870136e-4,3.3268586866886483,5.128251274625971,2546.4690546606816,2235.9950367045158,8.092624180705863
2007-04-24T00:00:00Z,50,38.02,14.85,2544.85887,2243.9487,0,0.203,0.423,NA,NA,NA,NA,0.02722844528443503,2.1238187321859323,2007,2,4,April,17,15,1,5,8.122791229410867,1.2945915689082323e-5,349.8984320342256,351.16943370264147,349.8171725643451,351.0880030715594,352.26627688198704,359.92862531341495,0.0020187311826275404,2.1227160168337737e-4,3.1650649983364856,4.911714721894533,2543.520175170963,2242.7682956338767,8.074188467138242
2007-05-02T00:00:00Z,0,37.72,18.4,2530.3059599999997,2216.14314,0,0.407,0.506,NA,NA,NA,NA,0.08858551388135343,1.5010864000554613,2007,2,5,May,18,15,1,0,8.096746131225682,1.2530220462052008e-5,375.19188500428197,376.49504922715505,375.19188500428197,376.49504922715505,375.19188500428197,376.4950511375643,0.0019811822034293664,2.2243071610858166e-4,3.3801256030331395,5.206215347266217,2549.0887189819723,2232.593831389184,8.102884383574558
2007-05-02T00:00:00Z,50,38.07,14.65,2553.36057,2248.39959,0.112,0.536,0.384,NA,NA,NA,NA,0.09918130746246695,1.4614657364322334,2007,2,5,May,18,15,1,5,8.130700317669708,1.2780330120975159e-5,343.4316857768801,344.68236837970437,343.3523254316186,344.602840131493,345.75738915857636,353.2974493084115,0.002020667356275874,2.1495190360315046e-4,3.2024854917304526,4.97179502227599,2548.665659574468,2244.2654168636723,8.07895941182197
2007-05-09T00:00:00Z,0,37.33,18.82,2498.0995199999998,2190.38799,NA,NA,0.589,NA,NA,NA,NA,NA,NA,2007,2,5,May,19,15,1,0,8.089220139587486,1.252989478991836e-5,378.86015622815006,380.16916391194087,378.86015622815006,380.16916391194087,378.86015622815006,380.1691658427327,0.0019599749522362735,2.1788314297380807e-4,3.324256791057877,5.1162299336384365,2542.9354878114113,2229.7011417090816,8.101792620249682
2007-05-09T00:00:00Z,50,37.98,15.1,2541.5082,2235.9971100000002,NA,NA,0.609,NA,NA,NA,NA,NA,NA,2007,2,5,May,19,15,1,5,8.127502239879163,1.2667160960292696e-5,344.88087823918363,346.12966988088846,344.8002800622269,346.04890288554606,347.2127371055495,354.74093148959645,0.0020080077979965126,2.1532215104319444e-4,3.2132851865740815,4.983943521628556,2542.846540284361,2237.1745703001584,8.082744613034162
2007-05-15T00:00:00Z,0,37.57,20,2510.9520899999998,2197.03932,0.117,2.678,0.41,NA,NA,NA,NA,0.09739719702246562,6.166216543492298,2007,2,5,May,20,15,1,0,8.076082309952515,1.2582983313763296e-5,393.7098906970308,395.05034117932524,393.7098906970308,395.05034117932524,393.7098906970308,395.0503432133323,0.001962075610062153,2.2238072662408352e-4,3.3996607735249063,5.215405190536434,2539.69069523556,2222.185098749002,8.106710665926071
2007-05-15T00:00:00Z,50,37.88,15.05,2530.2559499999998,2223.6446399999995,0,0.324,0.423,NA,NA,NA,NA,0.05349240858334847,1.1992025415139758,2007,2,5,May,20,15,1,5,8.132606220526371,1.2464071363150958e-5,338.6511016929073,339.8781069069168,338.5721169854589,339.7989565636677,340.941237474123,348.3381449754368,0.0019955428110787336,2.1563775755811517e-4,3.2198094385470752,4.994894563986946,2538.2715443505804,2230.6889208025336,8.087056733052075
2007-05-22T00:00:00Z,0,37.47,20.45,2510.75205,2190.53802,0,0.199,0.378,NA,NA,NA,NA,0.027276463728538963,1.7534869539775046,2007,2,5,May,21,15,1,0,8.080811291564043,1.2269136892729583e-5,388.4565203347419,389.77169488080835,388.4565203347419,389.77169488080835,388.4565203347419,389.77169684227067,0.001951366669431795,2.2690221367547533e-4,3.4764472719875403,5.327234605546979,2546.2657566052844,2221.5224115292235,8.118343432225377
2007-05-22T00:00:00Z,50,37.98,14.82,2540.0078999999996,2236.84728,0.038,0.979,0.858,NA,NA,NA,NA,0.02722908593035364,1.7796152590195418,2007,2,5,May,21,15,1,5,8.128072474638957,1.2749746610221128e-5,344.2066004015517,345.45739609655,344.1267491168492,345.37737650095534,346.53617077099443,354.07673618505703,0.002010530933689306,2.1356659970047309e-4,3.185023954718171,4.943117210405809,2541.3454502369664,2238.025187993681,8.0789827539435
2007-05-30T00:00:00Z,0,37.82,17.1,2529.35577,2218.14354,0,0.315,0.256,NA,NA,NA,NA,0.09536261691715221,1.5121786396862709,2007,2,5,May,22,15,1,0,8.110922057721941,1.2505600890583857e-5,360.92297733059996,362.19721173174474,360.92297733059996,362.19721173174474,360.92297733059996,362.19721354876475,0.0019858911379503257,2.1974680115909067e-4,3.325033535092245,5.13726323661014,2541.3939518773136,2228.7005425700686,8.097065543512409
2007-05-30T00:00:00Z,50,37.99,14.77,2541.10812,2241.9483,0,0.377,0.525,NA,NA,NA,NA,0.09432760031120148,1.3935201159376467,2007,2,5,May,22,15,1,5,8.12193330337407,1.299349904673682e-5,350.2760287852486,351.5496987379469,350.1948720269872,351.46837072286314,352.64708977047206,360.3256087746124,0.0020179677750812755,2.1098702587198808e-4,3.1459809272195463,4.883022847159916,2541.777008686496,2242.5384416951824,8.072101217946413
2007-06-05T00:00:00Z,0,37.71,20.23,2517.90348,2202.24036,0,0.208,0.218,NA,NA,NA,NA,0,1.627435604304099,2007,2,6,June,23,15,1,0,8.073177714137115,1.2617196892610964e-5,397.5887202732899,398.9385139600117,397.5887202732899,398.9385139600117,397.5887202732899,398.938516024298,0.0019657215268183924,2.2390163628899636e-4,3.421978487947192,5.245923836471261,2537.266832140016,2219.1761782020685,8.107315226720333
2007-06-05T00:00:00Z,50,37.92,15.7,2536.9572900000003,2220.89409,0,0.124,0.512,NA,NA,NA,NA,0.013617806752394485,1.717789051766333,2007,2,6,June,23,15,1,5,8.136410200956236,1.211230622644458e-5,335.64428493286914,336.85039697552594,335.56468295363146,336.7706305087981,337.9089621120384,345.17927161259587,0.0019865703725062234,2.2221141126733238e-4,3.322246851632315,5.146278195940498,2542.3095205696204,2225.57952056962,8.100891221671953
2007-06-12T00:00:00Z,0,37.56,21.49,2512.85247,2196.28917,0.043,0.469,0.275,NA,NA,NA,NA,0.013641126656750236,1.2169833710200748,2007,2,6,June,24,15,1,0,8.057941153993806,1.269255650551466e-5,413.5517977631179,414.9340350358684,413.5517977631179,414.9340350358684,413.5517977631179,414.93403721098974,0.001958542158608588,2.2505445488589756e-4,3.4582333659535056,5.283981456155611,2542.2895063897763,2222.0177971246003,8.111265738603574
2007-06-12T00:00:00Z,50,37.98,14.81,2551.26015,2245.4990100000005,0.103,0.596,0.493,NA,NA,NA,NA,0,1.0969407919541705,2007,2,6,June,24,15,1,5,8.131029002695602,1.2707865400914228e-5,342.9720737757522,344.21854030287915,342.8925300713275,344.13882889888663,345.293369821491,352.80784656101696,0.00201714159587235,2.1564954872673568e-4,3.216014555106202,4.9913220580293585,2552.6036255924173,2246.6814739336496,8.081763538663097
2007-06-19T00:00:00Z,0,37.61,21.69,2519.75385,2199.1397399999996,NA,NA,0.154,NA,NA,NA,NA,NA,NA,2007,2,6,June,25,15,1,0,8.059847270517789,1.258073882146626e-5,412.22114523576516,413.59552895811623,412.22114523576516,413.59552895811623,412.22114523576516,413.59553111022586,0.0019585738637576122,2.2798513742092075e-4,3.5044570736090717,5.351434305769282,2545.8826455729863,2221.943901090135,8.116240514904652
2007-06-19T00:00:00Z,50,37.89,16.02,2533.60662,2219.39379,NA,NA,0.199,NA,NA,NA,NA,NA,NA,2007,2,6,June,25,15,1,5,8.129435740812895,1.2216999132643192e-5,341.7235808928737,342.94657811651234,341.6419249539173,342.86475466159914,344.02671652719664,351.3984891527441,0.0019860162697174022,2.2116052114995466e-4,3.3098660448856547,5.123485971760584,2540.9620364212196,2225.837002375297,8.098886256939101
2007-06-27T00:00:00Z,0,37.75,19.73,2523.55461,2205.39099,0,0.218,0.192,NA,NA,NA,NA,0,1.2834331407545492,2007,2,6,June,26,15,1,0,8.083523447854793,1.246042614340533e-5,387.3522224233474,388.67546084316484,387.3522224233474,388.67546084316484,387.3522224233474,388.6754628232131,0.001967497767262186,2.254327965944082e-4,3.4388354196390405,5.278575519542095,2540.2668921854306,2219.9962283443706,8.110039641614586
2007-06-27T00:00:00Z,50,38,15,2543.0085,2238.39759,0.012,0.254,0.307,NA,NA,NA,NA,0.1624059865040967,1.3721847123190447,2007,2,6,June,26,15,1,5,8.126811338621298,1.2734874471300824e-5,345.71934322414137,346.97276463794253,345.63874790570156,346.8920001287006,348.05768519860555,355.6138933201538,0.0020110865971069607,2.1457611842173839e-4,3.200968600030522,4.965868771713115,2543.0085,2238.39759,8.080507984075536
2007-07-03T00:00:00Z,0,37.77,22.71,2525.1049199999998,2200.59003,0,0.125,0.275,NA,NA,NA,NA,0.013643621209543362,2.3964046110190806,2007,3,7,July,27,15,1,0,8.047742898098365,1.2645714558585208e-5,426.0598207341092,427.4626021532819,426.0598207341092,427.4626021532819,426.0598207341092,427.4626044037615,0.0019570450678783134,2.3089924756310057e-4,3.5582509999284726,5.4172755678629025,2540.4815186656074,2213.9904988085777,8.119627713887764
2007-07-03T00:00:00Z,50,37.95,15.69,2540.8580699999998,2236.09713,0,0.154,0.397,NA,NA,NA,NA,0.08170481822858229,2.627198976611914,2007,3,7,July,27,15,1,5,8.117319701963813,1.2795314534251736e-5,354.52469329758065,355.7988389431063,354.44061775136686,355.71458961955904,356.91684447910535,364.5972654295578,0.0020082682278921727,2.150335875735754e-4,3.2141889460914066,4.978918488340204,2544.205709090909,2239.0432395256917,8.08171201557588
2007-07-10T00:00:00Z,0,37.81,22.1,2522.90448,2204.79087,NA,NA,0.231,NA,NA,NA,NA,NA,NA,2007,3,7,July,28,15,1,0,8.046929541085314,1.2879665588548094e-5,427.10528751868105,428.5221265913425,427.10528751868105,428.5221265913425,427.10528751868105,428.52212888192645,0.0019654437987427897,2.2646740566866237e-4,3.481008786156402,5.308757885300002,2535.5823919597988,2215.8702211055274,8.109498968733616
2007-07-10T00:00:00Z,50,38.01,14.62,2539.40778,2250.90009,0.023,0.762,0.41,NA,NA,NA,NA,0.054454585825135314,1.436239701137944,2007,3,7,July,28,15,1,5,8.106602526787668,1.3608033322348552e-5,365.21775023326785,366.5483120175559,365.1334605853508,366.4638438963028,367.69124653481254,375.7129144328499,0.002033180776407112,2.0411128027053945e-4,3.0420141273142915,4.723121637540235,2538.7396906077347,2250.3079037095504,8.054538377703524
2007-07-17T00:00:00Z,0,37.88,22.9,2525.0049,2203.49061,NA,NA,0.205,NA,NA,NA,NA,NA,NA,2007,3,7,July,29,15,1,0,8.039083998861555,1.2871565796393694e-5,436.08603342554545,437.5184887292806,436.08603342554545,437.5184887292806,436.08603342554545,437.51849107758164,0.0019616069127057546,2.2901213149785125e-4,3.528694786475121,5.368923396931325,2533.003859556494,2210.4710448785636,8.113792727652617
2007-07-17T00:00:00Z,50,37.93,15.18,2536.55721,2239.54782,NA,NA,0.577,NA,NA,NA,NA,NA,NA,2007,3,7,July,29,15,1,5,8.113577500540499,1.311555717007846e-5,357.8500577241347,359.1445118225509,357.76628456376136,359.06056349501114,360.2689321060779,368.0723132019936,0.0020165934961466105,2.0983876668331076e-4,3.1331145215739364,4.8588809574884,2541.2384387028737,2243.680916424993,8.07012119878825
2007-07-24T00:00:00Z,0,37.95,22.59,2535.25695,2207.84148,0.032,0,0.167,NA,NA,NA,NA,0,1.512240018648554,2007,3,7,July,30,15,1,0,8.050609412346033,1.2612238487731107e-5,423.99953305008194,425.39759223471157,423.99953305008194,425.39759223471157,423.99953305008194,425.3975944690779,0.001962312822059018,2.3291641945325116e-4,3.582720965081838,5.455747495658386,2538.597209486166,2210.7503620553357,8.120691347122925
2007-07-31T00:00:00Z,0,37.95,24.8,2535.45699,2202.09033,0,0.144,0.147,NA,NA,NA,NA,0.02730018557883431,1.2431334504647766,2007,3,7,July,31,15,1,0,8.026403368229193,1.2692555778521014e-5,451.6823315296548,453.1318960526684,451.6823315296548,453.1318960526684,451.6823315296548,453.1318984740055,0.001951678287269224,2.3771948695225446e-4,3.6886392970296917,5.58033286244202,2538.7975130434784,2204.9916347826083,8.129938787634426
2007-07-31T00:00:00Z,50,37.9,16.67,2533.65663,2212.09233,0,0.141,0.282,NA,NA,NA,NA,0,0.6207301801729791,2007,3,7,July,31,15,1,5,8.130925774890125,1.1922540269084467e-5,339.95470134848495,341.1614072805318,339.87223827841797,341.07877753863824,342.2407592476867,349.51369826022164,0.0019740026423346645,2.2616714739625044e-4,3.3902801338240214,5.240079088457314,2540.3417398416886,2217.9289852242746,8.110406522804118
2007-08-07T00:00:00Z,0,37.89,25.1,2539.80786,2205.0409200000004,0,0.147,0.25,NA,NA,NA,NA,0,1.4919603954732308,2007,3,8,August,32,15,1,0,8.024141009042246,1.2700534007626012e-5,455.24593224697634,456.70160134052935,455.24593224697634,456.70160134052935,455.24593224697634,456.7016037849001,0.0019533409932709833,2.3899939272139126e-4,3.7149905969465298,5.615251912243166,2547.18127949327,2211.4424639746635,8.132222037634872
2007-08-07T00:00:00Z,50,37.9,16.13,2533.25655,2222.4444,0,1.158,0.429,NA,NA,NA,NA,0.02723867872158135,1.142078886397732,2007,3,8,August,32,15,1,5,8.122103587985647,1.2424280490728734e-5,348.67451877360327,349.92066605077775,348.5909798141042,349.8369561392525,351.023605480557,358.53480720979024,0.0019910461027070037,2.18974016802267e-4,3.2778337397000628,5.07260030578044,2539.940604221636,2228.30836939314,8.093273088789795
2007-08-14T00:00:00Z,0,37.97,23.45,2543.0085,2206.59123,NA,NA,0.192,NA,NA,NA,NA,NA,NA,2007,3,8,August,33,15,1,0,8.050186795059156,1.235870214988979e-5,424.9425609293804,426.32899232709156,424.9425609293804,426.32899232709156,424.9425609293804,426.3289945314311,0.0019548276811550036,2.3940484669510677e-4,3.694022062133812,5.611111247784078,2545.0177245193577,2208.3346520937585,8.133392303789439
2007-08-14T00:00:00Z,50,37.92,15.17,2536.2571500000004,2232.9465,NA,NA,0.192,NA,NA,NA,NA,NA,NA,2007,3,8,August,33,15,1,5,8.124241518295586,1.273636417980226e-5,347.380064230645,348.6367902085578,347.29876863040903,348.55532458774815,349.72824878985773,357.3042020339233,0.002006372878280968,2.1383725753922975e-4,3.1929584686786905,4.951824964364392,2541.6079034810127,2237.657357594937,8.080582853115352
2007-08-22T00:00:00Z,0,38.07,23.45,2549.7598500000004,2212.9425,0.047,0,0.128,NA,NA,NA,NA,0.05457389310876415,0.9949990154294319,2007,3,8,August,34,15,1,0,8.048535793379438,1.2435501307651839e-5,427.80855605084633,429.2043427247862,427.80855605084633,429.2043427247862,427.80855605084633,429.204344958961,0.00196077350350225,2.397334951900979e-4,3.6961548950724823,5.613993332336045,2545.071560283688,2208.873522458629,8.131734562115522
2007-08-22T00:00:00Z,50,37.86,15.45,2533.90668,2226.84528,0.023,0,0.307,NA,NA,NA,NA,0.027235315213953407,1.1049756458232523,2007,3,8,August,34,15,1,5,8.126929966526292,1.2528080282964007e-5,344.4675227857448,345.709284452911,344.38636538444507,345.62795838343453,346.7937527218058,354.2792096672318,0.001998013697706816,2.1630350201022022e-4,3.233270294381857,5.011422303797194,2543.27664659271,2235.0797844690965,8.087584853945632
2007-08-28T00:00:00Z,0,38,24.09,2545.1089199999997,2207.39139,NA,NA,0.249,NA,NA,NA,NA,NA,NA,2007,3,8,August,35,15,1,0,8.04186412180987,1.2433495302847149e-5,434.67466638470074,436.08178279112536,434.67466638470074,436.08178279112536,434.67466638470074,436.08178506698613,0.001954384629371144,2.405732653260086e-4,3.7205754726313764,5.640588292051121,2545.1089199999997,2207.39139,8.134754764077309
